Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	PRSPheno	SampleSize	prs.test	MDD.R2	ratio
483	-	Base	1	0.000104561	0.0140624	0.0139578	-	-699.765	531.604	0.188064	138697	educatedyrs	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.030025901974523
484	-	Base	1	0.000223818	0.0137976	0.0135738	-	-1019.41	529.834	0.0543518	138747	educatedyrs	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.031693063628833
485	-	Base	1	0.000375507	0.011215	0.0108395	-	-1315.89	527.845	0.0126684	138656	educatedyrs	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.0870149672222699
486	-	Base	1	0.000669688	0.0110192	0.0103496	-	-1762.79	530.111	0.000883166	138575	educatedyrs	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.408152220285474
487	-	Base	1	0.000588552	0.00901686	0.00842831	-	-1625.47	520.609	0.00179476	138679	educatedyrs	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.195752040497303
488	-	Base	0.1	0.000782482	0.0107426	0.00996016	-	-692.526	192.28	0.000316197	37974	educatedyrs	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.252311809754131
489	-	Base	0.1	0.000744698	0.0151503	0.0144056	-	-674.327	192.449	0.000458443	37738	educatedyrs	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0962170710499149
490	-	Base	0.05	6.63278e-05	0.0118661	0.0117998	-	147.391	141.009	0.295902	22679	educatedyrs	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.0521637712047691
491	-	Base	1	0.00079806	0.0142455	0.0134475	-	-2686.1	738.918	0.00027779	138639	educatedyrs	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.187957936386439
492	-	Base	0.05	0.000721956	0.0100787	0.00935676	-	-682.985	197.986	0.000561274	23711	educatedyrs	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.178212777301911
493	-	Base	0.4	0.000978415	0.0149362	0.0139578	-	-2076.37	515.85	5.69386e-05	93806	educatedyrs	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.133502938411389
494	-	Base	0.2	0.00131646	0.0148903	0.0135738	-	-1740.96	373.242	3.09475e-06	61811	educatedyrs	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.096056212650765
495	-	Base	0.05	0.000769981	0.0116095	0.0108395	-	-709.765	198.853	0.000357951	23825	educatedyrs	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.188063532848427
496	-	Base	0.5	0.00105192	0.0114015	0.0103496	-	-2370.67	568.9	3.08487e-05	105753	educatedyrs	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.196980648737318
497	-	Base	0.1	0.00102145	0.00944976	0.00842831	-	-1100.43	267.554	3.90632e-05	38675	educatedyrs	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.153480104458729
498	-	Base	0.05	0.000452059	0.0104122	0.00996016	-	-539.794	197.158	0.00618381	23623	educatedyrs	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.0504438929568538
499	-	Base	0.4	0.000994829	0.0154004	0.0144056	-	-2071.8	511.566	5.1237e-05	93781	educatedyrs	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.093314792233374
500	-	Base	0.3	0.000346431	0.0121463	0.0117998	-	-1065.44	446.048	0.0169116	79430	educatedyrs	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.0705101145686832
501	-	Base	0.1	0.000402165	0.0138496	0.0134475	-	-1054.12	408.457	0.00985911	37450	educatedyrs	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.102066117799931
502	-	Base	1	0.000531338	0.0098881	0.00935676	-	-3325.51	1123.54	0.00307797	138667	educatedyrs	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.0722259301498924
503	-	Base	1	0.000887046	0.0148449	0.0139578	-	-4333.35	1130.58	0.000126669	138531	educatedyrs	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.248569050694808
504	-	Base	0.05	0.000550135	0.0141239	0.0135738	-	-899.958	298.386	0.00256061	22501	educatedyrs	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.103000511131623
505	-	Base	0.4	0.000436326	0.0112758	0.0108395	-	-2105.19	783.414	0.00720544	93505	educatedyrs	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.070260364919897
506	-	Base	0.5	0.000326411	0.010676	0.0103496	-	-2012.98	867.015	0.0202469	105364	educatedyrs	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0558067687362689
507	-	Base	1	0.001212	0.00964031	0.00842831	-	-4989.75	1113.87	7.47603e-06	138563	educatedyrs	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.232460009973532
508	-	Base	0.4	0.000295661	0.0102558	0.00996016	-	-1732.38	782.358	0.0268078	93498	educatedyrs	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.158570478509445
509	-	Base	0.05	0.000200742	0.0146063	0.0144056	-	-540.805	297.215	0.068824	22395	educatedyrs	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.0247745518496807
510	-	Base	0.05	0.000754699	0.0125545	0.0117998	-	-1044.91	296.426	0.000423455	22451	educatedyrs	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.178685345746066
511	-	Base	0.05	0.00112309	0.0145706	0.0134475	-	-1768.59	410.168	1.61889e-05	23433	educatedyrs	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.124601014701298
512	-	Base	0.5	0.000928652	0.0102854	0.00935676	-	-4653.21	1189.33	9.13583e-05	105489	educatedyrs	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.116608131473768
513	-	Base	0.05	0.000728051	0.0146859	0.0139578	-	-1437.78	414.027	0.00051531	23645	educatedyrs	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.127900799499676
514	-	Base	0.05	0.00129591	0.0148697	0.0135738	-	-1905.87	411.861	3.70204e-06	23289	educatedyrs	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.159429507825629
515	-	Base	0.3	0.000499333	0.0113388	0.0108395	-	-2690.43	935.93	0.00404537	79354	educatedyrs	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.0656642991558757
516	-	Base	0.3	0.00191683	0.0122664	0.0103496	-	-5304.48	943.385	1.87866e-08	79157	educatedyrs	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.139141701933058
517	-	Base	0.5	0.00111473	0.00954304	0.00842831	-	-5113	1190.07	1.73589e-05	105446	educatedyrs	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0960088539020042
518	-	Base	0.2	0.000623035	0.0105832	0.00996016	-	-2446.47	761.151	0.00130821	61393	educatedyrs	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.0647537158542074
519	-	Base	0.05	0.00145033	0.0158559	0.0144056	-	-2016.14	412.463	1.01835e-06	23436	educatedyrs	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.131626809456823
520	-	Base	0.001	0.00115914	0.012959	0.0117998	-	-300.814	68.8604	1.25129e-05	1223	educatedyrs	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.180259953533073
521	-	Base	0.0169001	0.00220141	0.0156489	0.0134475	-	1333.87	221.005	1.58505e-09	13005	educatedyrs	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.183180641886551
522	-	Base	0.2463	0.00178944	0.0111462	0.00935676	-	3813.91	702.521	5.67057e-08	72919	educatedyrs	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.148201152852316
523	-	Base	0.0417001	0.00235378	0.0163116	0.0139578	-	2004.4	321.171	4.35021e-10	23584	educatedyrs	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.187516331538192
524	-	Base	0.0309501	0.00133454	0.0149084	0.0135738	-	1332.28	283.67	2.64555e-06	19322	educatedyrs	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.0502477484261574
525	-	Base	0.0453001	0.00239946	0.013239	0.0108395	-	2085.17	331.131	3.03248e-10	25148	educatedyrs	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.176447748681859
526	-	Base	0.1402	0.00228042	0.01263	0.0103496	-	3306.95	539.156	8.59307e-10	51338	educatedyrs	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.130703317991896
527	-	Base	0.32425	0.00187358	0.0103019	0.00842831	-	4369.52	784.644	2.56508e-08	85366	educatedyrs	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.125927867618395
528	-	Base	0.1255	0.00169901	0.0116592	0.00996016	-	2736.07	515.706	1.12371e-07	48436	educatedyrs	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0931413503497577
529	-	Base	0.0945501	0.00215884	0.0165644	0.0144056	-	2699.66	452.667	2.46302e-09	40262	educatedyrs	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.0990098283366125
530	-	Base	0.0468501	0.0012342	0.013034	0.0117998	-	1524.97	338.319	6.55961e-06	25529	educatedyrs	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.120701795563901
531	-	Base	0.0977501	0.00320697	0.0166545	0.0134475	-	-7002.82	961.874	3.3285e-13	41463	educatedyrs	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.166806410169721
532	-	Base	0.12295	0.00249788	0.0118546	0.00935676	-	-6867.97	1071.03	1.43177e-10	47844	educatedyrs	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.189431375225615
533	-	Base	0.27795	0.00240412	0.0163619	0.0139578	-	-9713.97	1540.27	2.85086e-10	78352	educatedyrs	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.120881121061126
534	-	Base	0.24245	0.00199841	0.0155722	0.0135738	-	-8316.79	1447.55	9.1688e-09	72451	educatedyrs	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.0760539956310273
535	-	Base	0.182	0.00208687	0.0129264	0.0108395	-	-7365.02	1253.92	4.2648e-09	61209	educatedyrs	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.110205321025338
536	-	Base	0.0915	0.00248515	0.0128347	0.0103496	-	-6005.85	938.149	1.53548e-10	39606	educatedyrs	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.0948150550351958
537	-	Base	0.4696	0.00327342	0.0117017	0.00842831	-	-14201.6	1930.34	1.88006e-13	103643	educatedyrs	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.158104152780595
538	-	Base	0.03895	0.00271746	0.0126776	0.00996016	-	-4323.25	644.523	1.97743e-11	22958	educatedyrs	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.129765582843472
539	-	Base	0.0277501	0.00298101	0.0173866	0.0144056	-	-3963.35	565.68	2.44608e-12	18287	educatedyrs	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.116271296180729
540	-	Base	0.4025	0.00260994	0.0144098	0.0117998	-	-11852.3	1809.37	5.73387e-11	96108	educatedyrs	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.115167614651775
541	-	Base	0.1	0.000274618	0.00601867	0.00574405	-	-488.675	194.915	0.0121788	37988	educationage.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.365187395610592
542	-	Base	0.1	0.000255303	0.00487351	0.00461821	-	-490.561	203.723	0.0160491	37711	educationage.baseline	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0475176816557475
543	-	Base	0.5	6.3022e-05	0.00713198	0.00706895	-	-505.909	421.909	0.230504	105732	educationage.baseline	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.018097497099668
544	-	Base	1	0.000324289	0.00567562	0.00535134	-	-1512.39	556.574	0.00658636	138747	educationage.baseline	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.0459199524217472
545	-	Base	1	0.000292145	0.00456356	0.00427141	-	-1405.81	544.535	0.00983845	138656	educationage.baseline	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.0676977728754724
546	-	Base	0.1	0.000207739	0.00398864	0.0037809	-	-445.315	204.788	0.0296767	37829	educationage.baseline	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.126609905045161
547	-	Base	0.1	0.00025379	0.00392382	0.00367003	-	-473.853	197.016	0.0161738	37620	educationage.baseline	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.0844104010483533
548	-	Base	0.1	0.000153315	0.00465105	0.00449773	-	-377.846	201.863	0.0612482	37974	educationage.baseline	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.0494365175332527
549	-	Base	0.1	0.000511083	0.00667991	0.00616883	-	-669.506	196.41	0.000653814	37738	educationage.baseline	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0660333575803932
550	-	Base	0.1	4.90779e-05	0.00561724	0.00556816	-	-209.907	198.93	0.291355	37816	educationage.baseline	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.0385975163779069
551	-	Base	0.5	0.000339194	0.00608324	0.00574405	-	-1616.97	580.302	0.00533351	105837	educationage.baseline	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.0798864800574665
552	-	Base	0.5	0.000635322	0.00525353	0.00461821	-	-2265.71	596.348	0.00014548	105789	educationage.baseline	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.156827421755626
553	-	Base	1	0.000364986	0.00743394	0.00706895	-	-2192.82	759.785	0.00390413	138686	educationage.baseline	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.0498016725816949
554	-	Base	1	0.000388965	0.0057403	0.00535134	-	-2302.39	773.635	0.00292273	138638	educationage.baseline	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.0283810406345083
555	-	Base	0.2	0.000229816	0.00450123	0.00427141	-	-866.98	378.644	0.0220479	61789	educationage.baseline	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.0561312667002096
556	-	Base	0.1	0.000508856	0.00428976	0.0037809	-	-981.523	288.359	0.000665662	38738	educationage.baseline	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.0952874600671883
557	-	Base	0.001	0.00049713	0.00416716	0.00367003	-	-122.311	36.3305	0.000762244	1162	educationage.baseline	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.0746973070924352
558	-	Base	0.5	8.53978e-05	0.00458313	0.00449773	-	-827.53	592.393	0.162449	105710	educationage.baseline	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.00952928153615083
559	-	Base	0.4	0.000568251	0.00673708	0.00616883	-	-1876.44	522.042	0.000325808	93781	educationage.baseline	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.0533018478566739
560	-	Base	0.1	0.000189205	0.00575736	0.00556816	-	-574.968	277.501	0.0382811	38712	educationage.baseline	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.0385094469806908
561	-	Base	0.4	0.000123334	0.00586738	0.00574405	-	-1339.86	797.518	0.0929638	93182	educationage.baseline	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.0313011390169127
562	-	Base	0.5	0.000543574	0.00516178	0.00461821	-	-3225.74	917.936	0.000442071	105351	educationage.baseline	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.0738891962466408
563	-	Base	1	0.000440368	0.00750932	0.00706895	-	-3677.93	1160.13	0.00152493	138531	educationage.baseline	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.123400427617476
564	-	Base	0.05	0.000248552	0.00559989	0.00535134	-	-746.022	313.607	0.0173751	22501	educationage.baseline	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.0465358194675619
565	-	Base	0.4	7.18543e-05	0.00434327	0.00427141	-	-1035.06	808.512	0.200485	93505	educationage.baseline	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.0115704985241855
566	-	Base	1	0.000139116	0.00392002	0.0037809	-	-2129.38	1196.68	0.0751856	138576	educationage.baseline	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0237847818839279
567	-	Base	1	0.000500765	0.0041708	0.00367003	-	-3923.97	1161.31	0.000728975	138563	educationage.baseline	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.0960460700448809
568	-	Base	0.4	9.11165e-05	0.00458885	0.00449773	-	-1186.18	822.054	0.14905	93498	educationage.baseline	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.0488680854258959
569	-	Base	0.05	7.24832e-05	0.00624131	0.00616883	-	-389.718	303.656	0.199358	22395	educationage.baseline	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.00894550615531764
570	-	Base	0.05	0.00038116	0.00594932	0.00556816	-	-896.832	304.931	0.00327386	22451	educationage.baseline	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.0902448610433704
571	-	Base	0.05	0.000688007	0.00643205	0.00574405	-	-1650.88	415.927	7.23495e-05	23433	educationage.baseline	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.0763308108180072
572	-	Base	0.5	0.000304725	0.00492293	0.00461821	-	-3314.18	1259.76	0.00852392	105489	educationage.baseline	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.0382634322257897
573	-	Base	0.1	0.000225296	0.00729425	0.00706895	-	-1307.31	576.578	0.023378	38403	educationage.baseline	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.039579010981482
574	-	Base	0.001	0.000511877	0.00586321	0.00535134	-	-238.121	69.743	0.000640651	1149	educationage.baseline	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.0629737390538383
575	-	Base	0.3	0.000443809	0.00471522	0.00427141	-	-3072.43	965.494	0.00146337	79354	educationage.baseline	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.0583626696895058
576	-	Base	0.3	0.000877117	0.00465802	0.0037809	-	-4483.57	1003.1	7.87103e-06	79157	educationage.baseline	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.0636694710404251
577	-	Base	0.5	0.000882565	0.0045526	0.00367003	-	-5568.71	1241.19	7.27301e-06	105446	educationage.baseline	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0760130741471229
578	-	Base	1	0.000299937	0.00479767	0.00449773	-	-4176.12	1595	0.0088439	138555	educationage.baseline	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.0311732651811911
579	-	Base	1	0.000842596	0.00701142	0.00616883	-	-6900.71	1576.4	1.20574e-05	138482	educationage.baseline	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.0764710260017244
580	-	Base	0.1	0.000799693	0.00636785	0.00556816	-	-2433.75	571.173	2.04363e-05	38501	educationage.baseline	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.124361701796783
581	-	Base	0.0179001	0.000835547	0.00657959	0.00574405	-	1007.28	230.266	1.22304e-05	13577	educationage.baseline	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.0695263652778818
582	-	Base	1	0.000915783	0.00553399	0.00461821	-	5960.14	1306.44	5.09092e-06	138552	educationage.baseline	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.0758450109322202
583	-	Base	0.0432501	0.00115074	0.00821969	0.00706895	-	1711.79	333.9	2.97356e-07	24143	educationage.baseline	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.0916748988241292
584	-	Base	0.0182501	0.000785445	0.00613678	0.00535134	-	1010.8	238.963	2.34685e-05	13696	educationage.baseline	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.0295733681737402
585	-	Base	0.0903501	0.00113402	0.00540544	0.00427141	-	2329.49	457.788	3.6363e-07	39348	educationage.baseline	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.0833917948039151
586	-	Base	0.13995	0.00120334	0.00498424	0.0037809	-	3000.86	573.102	1.65403e-07	51296	educationage.baseline	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.0689699838943562
587	-	Base	0.00945005	0.00129326	0.00496329	0.00367003	-	969.727	178.515	5.62412e-08	8884	educationage.baseline	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.0869231493056956
588	-	Base	0.00515005	0.000533894	0.00503163	0.00449773	-	496.587	142.141	0.000477429	6026	educationage.baseline	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0292685788215688
589	-	Base	0.1051	0.00145185	0.00762067	0.00616883	-	2775.54	482.875	9.14983e-09	43126	educationage.baseline	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.066585490018024
590	-	Base	0.0472501	0.00102169	0.00658985	0.00556816	-	1681.42	349.078	1.46857e-06	25672	educationage.baseline	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.0999188279935845
591	-	Base	0.10095	0.00152139	0.00726544	0.00574405	-	-5818.05	985.31	3.58102e-09	42316	educationage.baseline	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.079133139495571
592	-	Base	0.14805	0.00094957	0.00556778	0.00461821	-	-5717.95	1230.84	3.41034e-06	53744	educationage.baseline	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.0720124069102547
593	-	Base	1	0.00112294	0.00819189	0.00706895	-	-13283.1	2622.91	4.13182e-07	138295	educationage.baseline	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.0564623421810813
594	-	Base	0.1823	0.000826365	0.0061777	0.00535134	-	-5756.03	1326.64	1.43881e-05	60933	educationage.baseline	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.0314491821496259
595	-	Base	0.1587	0.00138515	0.00565656	0.00427141	-	-6847.29	1217.39	1.88169e-08	56360	educationage.baseline	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.0731482557218449
596	-	Base	0.0850001	0.001076	0.00485691	0.0037809	-	-4766.29	962.677	7.43339e-07	37741	educationage.baseline	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.0410522500524599
597	-	Base	0.1635	0.00179137	0.0054614	0.00367003	-	-8005.93	1251.93	1.63795e-10	57313	educationage.baseline	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.0865220583263299
598	-	Base	0.0341501	0.00106656	0.00556429	0.00449773	-	-3157.27	639.227	7.90015e-07	21090	educationage.baseline	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.0509309355197624
599	-	Base	0.0908001	0.00117591	0.00734474	0.00616883	-	-4905.36	948.4	2.33265e-07	39553	educationage.baseline	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.0458651865951073
600	-	Base	0.3665	0.00171592	0.00728408	0.00556816	-	-11123.3	1781.3	4.32817e-10	91545	educationage.baseline	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.0757176078121621
601	-	Base	0.4	0.000557352	0.00995685	0.00939949	-	1100.47	294.847	0.000189709	93790	eversmoked.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.74116745922829
